Order	PID	MS SubClass	SalePrice
2224	0909428180	020	201000
2225	0909428340	020	215000
2226	0909451130	160	123900
2227	0909452102	020	170000
2228	0909455060	120	200000
2229	0909475050	020	198000
2230	0909475070	020	200624
2231	0909475230	020	315000
2232	0910200040	050	115000
2233	0910200110	050	141000
2234	0910201020	045	87000
2235	0910201050	050	129850
2236	0910201110	050	100000
2237	0910201180	070	150909
2238	0910202030	030	75200
2239	0910203290	030	118400
2240	0910204090	030	67000
2241	0910205130	050	152000
2242	0910206010	050	68104
2243	0911103060	190	119600
2244	0911128010	020	140000
2245	0911128020	030	124900
2246	0911370450	120	375000
2247	0911370460	120	235000
2248	0914452090	085	183500
2249	0914452120	085	156000
2250	0914452190	020	134000
2251	0914460020	020	215000
2252	0914460110	020	245000
2253	0914476330	020	210000
2254	0914478020	080	148000
2255	0914478100	085	143000
2256	0916226090	120	244000
2257	0916253320	120	330000
2258	0916326040	020	170000
2259	0916326090	020	257000
2260	0916384050	020	231713
2261	0916384070	020	267300
2262	0916384080	020	265900
2263	0916384150	020	239000
2264	0916386170	020	248900
2265	0916403040	020	174000
2266	0916403290	050	187500
2267	0916455010	060	204000
2268	0916455050	020	180500
2269	0916455110	080	187500
2270	0916455150	020	282000
2271	0916460020	020	178000
2272	0916475020	020	270000
2273	0916477060	060	279900
2274	0917425190	020	186700
2275	0921126010	020	283463
2276	0921128030	020	392000
2277	0921205070	060	281213
2278	0923202134	020	147000
2279	0923202220	020	130000
2280	0923203010	120	140000
2281	0923204050	020	132250
2282	0923204140	090	143000
2283	0923205025	190	168000
2284	0923225040	120	129900
2285	0923225050	120	134000
2286	0923226300	160	85500
2287	0923228200	180	106500
2288	0923228220	160	93900
2289	0923228250	160	75000
2290	0923228290	180	84500
2291	0923228390	160	75190
2292	0923229010	080	146800
2293	0923229040	085	153500
2294	0923229100	080	188000
2295	0923229140	020	196000
2296	0923230010	060	157000
2297	0923230120	085	138000
2298	0923230180	085	129500
2299	0923251160	020	80000
2300	0923252080	020	129500
2301	0923275010	020	135000
2302	0923275200	020	124500
2303	0923276180	020	139000
2304	0923400150	020	93500
2305	0923425030	020	124500
2306	0526302030	020	149900
2307	0526302040	020	157500
2308	0526302120	020	169000
2309	0526303060	020	252000
2310	0526354020	020	192100
2311	0527105060	060	183500
2312	0527106010	060	222000
2313	0527107020	060	170000
2314	0527107030	060	187500
2315	0527107120	060	202000
2316	0527107240	060	185000
2317	0527108010	060	320000
2318	0527108020	020	240000
2319	0527108030	060	250000
2320	0527108040	060	239900
2321	0527108060	060	309000
2322	0527108090	060	274725
2323	0527146135	160	270000
2324	0527158020	020	183500
2325	0527163020	060	165600
2326	0527166030	060	176500
2327	0527182020	120	130000
2328	0527190050	160	239000
2329	0527190220	120	275000
2330	0527210030	060	457347
2331	0527210040	060	545224
2332	0527210050	060	356383
2333	0527212030	060	556581
2334	0527212040	060	361919
2335	0527214060	060	535000
2336	0527216010	060	401179
2337	0527216050	060	438780
2338	0527226010	060	169000
2339	0527250040	190	145000
2340	0527252090	120	318000
2341	0527254070	020	319000
2342	0527256120	020	470000
2343	0527301010	020	202500
2344	0527302080	050	229000
2345	0527325160	060	235000
2346	0527327080	060	190000
2347	0527328010	085	169000
2348	0527354040	020	241500
2349	0527355060	060	188900
2350	0527355280	020	207500
2351	0527356020	060	250000
2352	0527356060	060	179900
2353	0527358090	085	172000
2354	0527365010	060	294323
2355	0527375160	080	184500
2356	0527376090	020	153500
2357	0527376110	060	162900
2358	0527377030	020	181000
2359	0527378010	020	155000
2360	0527402210	020	138800
2361	0527402380	020	116050
2362	0527403120	020	88000
2363	0527404180	020	97500
2364	0527427210	120	190000
2365	0527450010	160	105500
2366	0527450080	160	125500
2367	0527450210	160	83000
2368	0527450460	160	116000
2369	0527451200	160	91500
2370	0527451380	160	118000
2371	0527451450	160	89000
2372	0527451460	160	108000
2373	0527451520	160	94500
2374	0527452070	120	146300
2375	0527452290	020	145000
2376	0527452310	085	123000
2377	0527453070	120	137500
2378	0527455100	160	144000
2379	0528102010	020	315000
2380	0528102080	060	412083
2381	0528106010	060	342643
2382	0528106120	020	252000
2383	0528110050	020	465000
2384	0528112010	020	293000
2385	0528114010	020	415000
2386	0528116030	020	326000
2387	0528118010	060	325300
2388	0528118020	060	309000
2389	0528118110	060	300000
2390	0528120110	060	275500
2391	0528120140	060	338500
2392	0528138030	060	345000
2393	0528142010	060	344133
2394	0528142060	060	298236
2395	0528142070	060	329900
2396	0528142110	020	360000
2397	0528144030	060	281000
2398	0528150080	020	372397
2399	0528150090	020	378000
2400	0528164040	020	374000
2401	0528170040	060	437154
2402	0528172020	060	275000
2403	0528172150	060	279000
2404	0528174080	120	185850
2405	0528180080	120	282500
2406	0528181030	120	202500
2407	0528181040	120	202665
2408	0528186100	020	332200
2409	0528186110	120	310090
2410	0528188040	120	171750
2411	0528218030	020	169990
2412	0528218060	060	170440
2413	0528218080	060	169985
2414	0528218130	060	179665
2415	0528218140	060	219210
2416	0528221010	020	174190
2417	0528221100	060	172785
2418	0528222010	060	258000
2419	0528222020	060	185101
2420	0528228280	120	210250
2421	0528228325	120	234000
2422	0528228340	120	215000
2423	0528228360	120	246990
2424	0528228415	120	178740
2425	0528228430	120	225000
2426	0528228545	120	167240
2427	0528228550	120	156820
2428	0528228565	120	213490
2429	0528228575	120	264561
2430	0528228580	120	246578
2431	0528231050	060	192140
2432	0528235050	060	183200
2433	0528235130	060	178000
2434	0528235190	060	201490
2435	0528240080	060	230500
2436	0528250060	060	180000
2437	0528275060	060	172400
2438	0528275080	060	215000
2439	0528280100	060	199900
2440	0528290140	060	173000
2441	0528292080	060	287602
2442	0528294070	060	230000
2443	0528315030	060	348000
2444	0528315070	060	286000
2445	0528315080	060	300000
2446	0528320060	060	625000
2447	0528327010	060	405000
2448	0528344060	060	280000
2449	0528348010	060	258000
2450	0528358030	060	350000
2451	0528360050	060	584500
2452	0528363070	060	321000
2453	0528365090	060	290000
2454	0528366040	060	315000
2455	0528429060	060	252000
2456	0528429100	020	336820
2457	0528429120	020	423000
2458	0528429130	020	290000
2459	0528439030	020	232000
2460	0528445010	020	199000
2461	0528456200	020	198600
2462	0528477010	060	405749
2463	0528477030	020	232600
2464	0528480070	060	266000
2465	0528480100	060	186500
2466	0528480110	060	200825
2467	0528480150	060	197000
2468	0528488110	020	185000
2469	0528488120	020	176000
2470	0528488130	020	187750
2471	0531363080	020	139500
2472	0531367010	020	186800
2473	0531375060	020	132000
2474	0531375070	020	142500
2475	0531375100	020	158000
2476	0531376030	060	184000
2477	0531376050	060	184900
2478	0531379030	060	187000
2479	0531450040	060	175900
2480	0531451290	060	248500
2481	0531452080	120	172000
2482	0531452100	120	151000
2483	0531452210	060	150000
2484	0531478010	020	107000
2485	0531479030	020	119900
2486	0532351060	020	129500
2487	0532351090	090	125000
2488	0532351150	090	119500
2489	0532353030	020	144000
2490	0532353180	080	151000
2491	0532376080	020	126000
2492	0532376180	020	116000
2493	0532376250	020	133500
2494	0532378050	020	120875
2495	0532378070	020	137000
2496	0532378130	020	124000
2497	0532378160	020	135000
2498	0532378220	020	129200
2499	0532476050	080	260000
2500	0533110130	060	260000
2501	0533125120	060	334000
2502	0533127080	060	310000
2503	0533128030	060	268000
2504	0533128090	020	262000
2505	0533206040	120	176400
2506	0533208050	120	197000
2507	0533212100	160	151000
2508	0533212110	160	147400
2509	0533212120	160	149900
2510	0533212130	160	144152
2511	0533221080	160	166000
2512	0533223010	160	183900
2513	0533223080	160	165000
2514	0533223110	160	139000
2515	0533241010	060	200000
2516	0533242030	020	221000
2517	0533250130	120	270000
2518	0533252020	020	165000
2519	0533253030	120	214000
2520	0533253050	120	188000
2521	0533253090	120	190000
2522	0533253160	120	170000
2523	0533350050	020	385000
2524	0534125210	190	146500
2525	0534126060	080	170000
2526	0534127190	020	262500
2527	0534127270	060	179900
2528	0534128210	060	250000
2529	0534129230	060	165150
2530	0534175100	020	164500
2531	0534176250	020	140000
2532	0534201130	080	135500
2533	0534201230	020	142000
2534	0534201250	060	155000
2535	0534201260	020	157500
2536	0534201280	020	138500
2537	0534201300	085	140000
2538	0534202020	020	124400
2539	0534202180	080	158000
2540	0534226060	020	146000
2541	0534250300	060	190000
2542	0534275010	020	136500
2543	0534276010	020	129900
2544	0534276230	090	145000
2545	0534400120	190	185900
2546	0534403280	020	160000
2547	0534403400	020	167000
2548	0534403440	060	157500
2549	0534427090	190	140000
2550	0534428060	020	150000
2551	0534429130	020	151500
2552	0534430050	030	129800
2553	0534430110	020	137000
2554	0534431030	020	137000
2555	0534451050	050	121600
2556	0534451120	030	85500
2557	0534451130	030	79900
2558	0534453150	050	127000
2559	0534455080	020	161000
2560	0534475160	020	146500
2561	0534476100	020	135000
2562	0534477030	020	137900
2563	0534479130	050	133000
2564	0534479240	060	137000
2565	0534479300	020	121000
2566	0535101110	090	119000
2567	0535103070	080	172000
2568	0535105160	020	98600
2569	0535125060	060	226000
2570	0535150240	020	118000
2571	0535150300	075	235000
2572	0535151080	020	135000
2573	0535151130	090	132500
2574	0535152070	080	143000
2575	0535152280	020	132000
2576	0535176050	020	145250
2577	0535177100	020	162000
2578	0535178100	080	148000
2579	0535179050	020	141000
2580	0535180020	020	153000
2581	0535180070	020	134450
2582	0535301010	090	135960
2583	0535301150	020	156000
2584	0535303050	020	140000
2585	0535304020	020	139500
2586	0535305120	020	155000
2587	0535325130	080	127000
2588	0535325340	020	133500
2589	0535325350	020	125000
2590	0535325450	020	142000
2591	0535325460	030	167000
2592	0535327210	020	159000
2593	0535353180	190	180000
2594	0535354130	050	127000
2595	0535355100	050	112000
2596	0535375040	030	99800
2597	0535376090	020	117000
2598	0535376100	030	108480
2599	0535377070	030	68000
2600	0535377100	050	86900
2601	0535379100	030	120000
2602	0535380010	070	155500
2603	0535380130	050	80000
2604	0535381060	050	105000
2605	0535382020	190	160000
2606	0535382130	050	170000
2607	0535401140	020	160000
2608	0535402070	080	159950
2609	0535402100	080	165000
2610	0535402220	050	159000
2611	0535402230	020	147000
2612	0535403040	020	115000
2613	0535403150	020	159500
2614	0535403200	020	120000
2615	0535404080	020	129900
2616	0535425040	020	183000
2617	0535425050	020	157500
2618	0535425080	060	277500
2619	0535426195	020	207500
2620	0535450100	050	147500
2621	0535450180	050	135000
2622	0535451190	020	109500
2623	0535451210	020	109900
2624	0535453160	020	133700
2625	0535454030	090	81400
2626	0535454050	090	87500
2627	0535454060	090	93500
2628	0535456010	090	119000
2629	0535456020	020	141000
2630	0535457070	020	146000
2631	0535477060	060	155000
2632	0535478010	085	134500
2633	0535478070	020	120000
2634	0535478090	020	105000
2635	0535478110	190	124000
2636	0902100110	070	169000
2637	0902100130	070	107000
2638	0902101050	050	135000
2639	0902103090	050	111500
2640	0902104020	050	156500
2641	0902106040	070	178000
2642	0902106090	070	139900
2643	0902108060	070	105000
2644	0902109010	030	110000
2645	0902110120	190	111500
2646	0902110130	030	108000
2647	0902111010	030	111500
2648	0902125020	070	124000
2649	0902128020	020	105000
2650	0902128100	050	116000
2651	0902134060	070	96900
2652	0902204060	190	135500
2653	0902204120	050	139000
2654	0902206020	030	61500
2655	0902206090	050	120000
2656	0902207080	020	126175
2657	0902207110	030	64000
2658	0902301120	190	137000
2659	0902305090	070	87000
2660	0902325050	075	163000
2661	0902325100	075	155000
2662	0902325160	050	79000
2663	0902328100	075	144000
2664	0902329070	070	114504
2665	0902329090	070	157000
2666	0902400090	030	125000
2667	0902400110	075	475000
2668	0902401090	090	93500
2669	0902406030	020	125000
2670	0902456015	050	64500
2671	0903200050	030	100000
2672	0903202120	050	140200
2673	0903206160	070	202500
2674	0903225090	050	159000
2675	0903229040	190	119900
2676	0903231070	050	114500
2677	0903231190	050	115000
2678	0903231220	050	75000
2679	0903231240	030	88000
2680	0903232170	050	80500
2681	0903233100	050	149000
2682	0903233220	050	110000
2683	0903234030	030	110500
2684	0903235020	030	89000
2685	0903236200	045	113000
2686	0903400030	030	109000
2687	0903425190	050	220000
2688	0903425340	190	129000
2689	0903430090	050	117000
2690	0903430130	030	52500
2691	0903451050	050	107000
2692	0903452090	070	116500
2693	0903454020	030	72000
2694	0903454080	050	119500
2695	0903455090	050	125500
2696	0903456060	030	91000
2697	0903456090	190	84500
2698	0903458010	030	90000
2699	0904100030	050	137500
2700	0904100090	090	150000
2701	0904100170	020	131000
2702	0904101040	080	130000
2703	0904301410	030	125000
2704	0904302020	030	80000
2705	0904302030	020	157000
2706	0905100030	020	148000
2707	0905101330	090	90000
2708	0905101450	020	154500
2709	0905103130	020	153600
2710	0905103140	080	164500
2711	0905103180	080	132000
2712	0905105010	020	142500
2713	0905106210	020	158000
2714	0905107070	060	149500
2715	0905107220	020	165000
2716	0905107240	020	180000
2717	0905107300	080	160500
2718	0905108090	090	156500
2719	0905108120	090	157000
2720	0905200280	050	172500
2721	0905200290	020	155000
2722	0905200340	020	170000
2723	0905200380	030	105000
2724	0905200490	080	145000
2725	0905201090	020	168000
2726	0905202190	020	278000
2727	0905202210	020	164000
2728	0905225080	050	225000
2729	0905300010	085	130000
2730	0905300080	020	142500
2731	0905351045	150	148400
2732	0905351150	120	190000
2733	0905402110	020	146000
2734	0905403050	050	128000
2735	0905426100	020	225000
2736	0905426150	080	274970
2737	0905427010	070	235000
2738	0905427030	075	415000
2739	0905427140	080	182000
2740	0905451050	020	135000
2741	0905451410	020	137000
2742	0905452140	050	136900
2743	0905452150	050	149900
2744	0905475150	020	123500
2745	0905477010	020	93000
2746	0905480160	050	91500
2747	0906202040	020	180000
2748	0906204180	060	209000
2749	0906223180	060	215000
2750	0906225180	090	224500
2751	0906380110	060	229800
2752	0906380150	020	183600
2753	0906380170	020	194000
2754	0906380180	020	193879
2755	0906382030	020	221500
2756	0906382040	020	204900
2757	0906382050	060	239799
2758	0906392090	020	233555
2759	0906392100	020	260000
2760	0906392120	020	294900
2761	0906394010	060	209700
2762	0906394040	020	225000
2763	0906394060	060	181000
2764	0906420020	060	220000
2765	0906426090	020	190000
2766	0906475050	080	180000
2767	0906475200	020	280000
2768	0906476140	020	158900
2769	0907125020	085	148000
2770	0907125080	020	145000
2771	0907130110	060	187000
2772	0907131070	020	193000
2773	0907135230	020	156000
2774	0907175030	020	235000
2775	0907175060	020	217000
2776	0907180120	020	214000
2777	0907181090	060	196000
2778	0907187010	060	217000
2779	0907192010	060	200000
2780	0907194130	060	192500
2781	0907196020	020	205000
2782	0907200170	080	132500
2783	0907201160	060	157500
2784	0907201230	080	174000
2785	0907202140	020	128500
2786	0907203010	020	128500
2787	0907203040	020	149900
2788	0907227090	020	119900
2789	0907230240	160	137000
2790	0907251100	060	255000
2791	0907252050	060	222000
2792	0907254050	060	214000
2793	0907255010	020	220000
2794	0907255050	020	275000
2795	0907262080	060	197000
2796	0907265030	020	230000
2797	0907270050	060	268500
2798	0907275030	060	210900
2799	0907285010	060	227000
2800	0907285100	060	237000
2801	0907290020	060	274300
2802	0907290080	020	216837
2803	0907290160	120	133000
2804	0907290230	120	155900
2805	0907290260	060	233230
2806	0907401050	020	207000
2807	0907401080	060	195000
2808	0907405030	020	200000
2809	0907410040	060	203160
2810	0907410100	060	195800
2811	0907410110	020	212900
2812	0907412010	060	196500
2813	0907414040	020	198000
2814	0907418020	060	173900
2815	0907420070	060	163990
2816	0907420090	020	164990
2817	0908102020	070	98000
2818	0908102320	020	149900
2819	0908102330	020	102000
2820	0908103310	090	127500
2821	0908103320	090	127500
2822	0908127050	020	119900
2823	0908128100	060	196500
2824	0908130020	020	117250
2825	0908178050	060	229000
2826	0908186060	180	145000
2827	0908186070	180	140000
2828	0908186090	180	142500
2829	0908188110	160	134000
2830	0908188120	160	130000
2831	0908188130	160	130000
2832	0908188140	160	137500
2833	0908188150	160	130000
2834	0908225180	050	97900
2835	0908227010	050	92000
2836	0908227030	050	107000
2837	0908227040	050	81000
2838	0908228040	050	104900
2839	0908275220	020	115000
2840	0908275290	020	125000
2841	0909101050	050	116000
2842	0909101080	050	83000
2843	0909101190	075	118500
2844	0909101330	030	35000
2845	0909103020	050	121000
2846	0909131125	190	160000
2847	0909175030	050	140000
2848	0909176180	050	137000
2849	0909201180	190	128000
2850	0909250070	070	160000
2851	0909250120	070	138887
2852	0909250200	070	149000
2853	0909250210	050	102000
2854	0909253080	070	167000
2855	0909254070	070	200100
2856	0909256010	050	131000
2857	0909256020	050	112000
2858	0909275230	070	140000
2859	0909275250	050	195000
2860	0909276010	070	230000
2861	0909276070	050	194000
2862	0909279040	030	137500
2863	0909280030	050	250000
2864	0909280070	050	218000
2865	0909281010	070	239000
2866	0909282060	070	199500
2867	0909282110	070	210000
2868	0909425120	020	230000
2869	0909425180	020	217500
2870	0909426060	060	257000
2871	0909428110	190	157000
2872	0909475020	020	223000
2873	0910200020	030	102000
2874	0910200060	050	145400
2875	0910203100	030	72000
2876	0910203230	030	85000
2877	0910207110	030	106500
2878	0910226060	050	139000
2879	0911175360	050	108000
2880	0911175410	030	51689
2881	0911175430	020	35311
2882	0911175440	190	115000
2883	0911225110	050	78000
2884	0911370430	120	375000
2885	0911370530	120	300000
2886	0913350030	020	242500
2887	0914452060	090	145000
2888	0914474020	020	209000
2889	0914476050	090	135000
2890	0914476130	080	148000
2891	0914476500	090	171000
2892	0916225130	060	335000
2893	0916252170	120	230000
2894	0916325040	020	250764
2895	0916326010	020	228000
2896	0916402125	020	176000
2897	0916403020	020	180000
2898	0916403130	060	250000
2899	0916460070	020	202000
2900	0916475100	020	312500
2901	0916477010	020	320000
2902	0921205030	020	369900
2903	0921205050	020	359900
2904	0923125030	020	81500
2905	0923202025	090	215000
2906	0923203090	120	164000
2907	0923203100	120	153500
2908	0923205120	020	84500
2909	0923225190	160	104500
2910	0923225240	160	127000
2911	0923225260	160	151400
2912	0923225510	020	126500
2913	0923226150	090	146500
2914	0923226180	180	73000
2915	0923226290	160	79400
2916	0923227100	020	140000
2917	0923228130	180	92000
2918	0923228180	160	87550
2919	0923228210	160	79500
2920	0923228260	160	90500
2921	0923228310	160	71000
2922	0923229110	090	150900
2923	0923230040	090	188000
2924	0923250060	020	160000
2925	0923251180	020	131000
2926	0923275080	080	142500
2927	0923276100	020	131000
2928	0923400125	085	132000
2929	0924100070	020	170000
2930	0924151050	060	188000
